artist_name,biography,listeners,playcount,similar_artist
Third Party,"Those claiming immunity to the elegant rage of the European Progressive House resurgence are clearly yet to come across enigmatic London duo Third Party. Transitioning from precious Progressive underground players to Size Record’s inaugural British connection, many have tried to replicate the energy of their double-barrelled studio output. To date, none have succeeded.

As resilient as they are melodically inclined, these supposedly opposing elements have made for the best of friends amid the rise of this young production outfit. https://www.last.fm/music/Third+Party",89853,752501,Dimitri Vangelis & Wyman
Jeb Loy Nichols,"Jeb Loy Nichols is an American-born singer, songwriter, musician, and artist  currently living in Wales. His music combines elements of soul, country, folk, reggae and blues.

Ralph Alfonso, owner of Bongo Beat Records, is quoted as saying ""I am going to personally state on the record that this is one of the finest albums on my roster, something so fully formed and beautiful, it will continue to resonate and unravel its wonder long after you and I are long gone and forgotten. https://www.last.fm/music/Jeb+Loy+Nichols",36115,253462,Josh Rouse
Timmy Trumpet,"Tim Smith (a.k.a. Timmy Trumpet) is a musician, main room house DJ and producer based in Sydney. Smith made his big break in Ibiza; playing live trumpet solos over electronic dance music tracks during DJs shows.

He has supported and played alongside acts like Armin Van Buuren, Carl Cox, Fedde le Grand, Dizzee Rascal, Fatboy Slim and the Stafford Brothers. Timmy is also a regular character on the FOX8 reality TV show The Stafford Brothers.

Timmy https://www.last.fm/music/Timmy+Trumpet",556156,8330637,BlasterJaxx
Patrice Rushen,"Keyboardist/singer/songwriter/arranger/musical director Patrice Rushen has had an outstanding career with several Top Ten R&B hits, including ""Haven't You Heard,"" ""Forget Me Nots,"" ""Feels So Real,"" and ""Watch Out.""  Arguably she has received much of her popularity through other acts copying or sampling her material.  ""Forget Me Nots"" was the basis of Will Smith's ""Men in Black"" from the blockbuster movie of the same name on Big Willie Style and George Michael extensively used the same track for his hit 'Fastlove'. https://www.last.fm/music/Patrice+Rushen",709480,5652401,"Evelyn ""Champagne"" King"
danicpeepner,https://www.last.fm/music/danicpeepner,17879,40187,Santiago Novello
DJ Wady,"DJ Wady Began his career in Colombia back in the early 90's. He is regarded as one of the first pioneers in the Colombian dance scene. He was born into a family full of musicians, from where he acquired his Latin flavor which he incorporates in many of his productions today. 

Today DJ Wady is part of the next generation of DJs and producers to take the electronic music world to a new level. His original productions and remixes have always reached the top of the selling charts, attracting the attention of some of the best DJs in the world. https://www.last.fm/music/DJ+Wady",12215,39888,David Herrero
Tom Novy,"Tom Novy aka Thomas Reichold, born in 1970, is a German house DJ and producer. Tom Novy was the first German DJ who mixed the british compilation ""Ministry of Sound Annual"". He also did remixes for Sonique, Lou Bega, Tom Jones & Mousse T., Backstreet Boys and SNAP!.

Beyond doubt, Tom Novy belongs to an elite circle of exceptional artists in the music scene whose name doesn’t need any explanation. Worldwide chart successes and appearances in the world’s best clubs seam his career. https://www.last.fm/music/Tom+Novy",234080,1222061,StoneBridge
Guy Gerber,"The man responsible for those ends of night moments on some of the most respected dance floors across the globe is more than likely Guy Gerber.

As cited in the UK dance floor bible Mixmag, his universally embraced single on Bedrock Records ""Stoppage Time"" became a stand out anthem at the likes of Cocoon at Amnesia, and Dc10 in Ibiza along with Secretsundaze in London. The single has surpassed the 5-digit mark in sales and continues to shift by the truckload and to appear on numerous compilations from artists as diverse as BPitch Controls Kiki https://www.last.fm/music/Guy+Gerber",165343,1174856,Guy J
Getter Jaani,"Getter Jaani (born February 3, 1993 in Tallinn) is an Estonian pop singer, mostly known for being a finalist on the 3rd season of ""Eesti Otsib Superstaari"" (lit: Estonia is Looking for a Superstar) in 2009. She was later signed with Estonian record label Moonwalk. She represented Estonia in the Eurovision Song Contest 2011 with her entry ""Rockefeller Street"". 

Getter Jaani rose to stardom at the Eesti Otsib Superstaari 2009 where she finished 4th, which lead her to the role role of Sharpay Evans in ""High School Musical"" in Tallinn (2010). https://www.last.fm/music/Getter+Jaani",251406,2325676,KAJ
Zeus X Crona,https://www.last.fm/music/Zeus+X+Crona,40703,216727,32Stitches
Rolando,"See also: DJ Rolando
Real Name:	Rolando Ray Rocha

Born in the 1970's in southwest Detroit, he grew up in the Hispanic district heavily influenced by his cultural Latin rhythms and percussion. Encouraged from an early age by his musician father, he pursued his own interest in music and became well known and respected within the community. It was later when he heard Jeff Mills as ""The Wizard"" that he discovered the innovative sounds of Techno. Through https://www.last.fm/music/Rolando",7831,38699,Roman Lindau
Dennis Cruz,"Dennis Cruz is one of the pillars of the underground house and tech community. At 17 years old Dennis started djing whilst also studying sound engineer. In his 20s, he had already worked with several hiphop artists and rock bands in the studio with their production.

As a DJ and producer he is truly setting trends with his fresh sounds and, off the back of his busiest year yet, he has plenty more in store for the world in 2017. 

The Spaniard is never far away from the top of the charts thanks to his high rate of release on labels like Snatch! https://www.last.fm/music/Dennis+Cruz",69820,429432,Josh Butler
Bellaire,"Taking Youtube by storm, Parisian producer Bellaire first gained recognition for his musical talents by featuring on channel, Houseum. Invited to play at the notorious Paris club, Concrete, alongside DJ Seinfeld, the 20 year old Bellaire has gone on to forge the solid foundations for a career as a DJ. With an aptitude for all things Jazz and Groove related, his productions emit feelings of warmth and joy to listeners. https://www.last.fm/music/Bellaire",131171,1206210,Never Dull
Fatboy Slim,"Fatboy Slim is a pseudonym of Quentin Leo Cook (b. 31 Jul 1963 in Reigate, Surrey - aka Norman Cook), an English big beat musician.

Quentin Leo Cook was educated at Reigate Grammar School. He started a punk fanzine titled Peroxide with his neighbour Andrew Thomas and art student Ian McKay (formerly Laidlaw). Contemporary with his publishing activities, he played drums in Disque Attack (a British new-wave-influenced rock band) for which he later performed lead vocals. https://www.last.fm/music/Fatboy+Slim",2571423,48341196,The Chemical Brothers
Robin Hustin,https://www.last.fm/music/Robin+Hustin,77147,687235,Lost Sky
CHVRCHES,"CHVRCHES (pronounced as ""churches""; stylised as CHVRCHΞS) is a Scottish electronic band from Glasgow, formed in 2011. The group consists of Lauren Mayberry (lead vocals, occasionally synths and samplers), Iain Cook (synths, guitar, bass, vocals) and Martin Doherty (synths, samplers, vocals). The group's debut album, The Bones of What You Believe, was released on 20 September 2013.

Previously, Mayberry was a member of the bands Boyfriend/Girlfriend and Blue Sky Archives. https://www.last.fm/music/CHVRCHES",1232836,68280517,Lauren Mayberry
Ran-D,"From the moment he first laid eyes on a guy behind the turntables on a big rave, he knew that that’s where he wanted to be some day. He bought my first pair of tables back in ’99 and he just couldn’t stop spinning. He always had a thing for the harder styles in music, so when hardstyle was born he loved it right away. He played with histables every day and night, trying to perfect his skills, and in 2001, he got the first small performances.  https://www.last.fm/music/Ran-D",141842,2741609,D-Block & S-te-Fan
Peggy Gou,"Peggy Gou (in Korean: 페기 구, Incheon; 3 July 1991), real name Kim Min-ji (김민지), began her musical career back in 2016, when she released her first EP, The Art of War, through the Rekids record label. Since then, she has managed to release several albums. 

She has also collaborated with artists such as Jimpster, Maurice Fulton or Tornado Wallace, among others, which has placed her music close to the Olympus of electronic music.

Although her beginnings go back a few years. https://www.last.fm/music/Peggy+Gou",809191,11449442,Jayda G
Dannc Steelee,https://www.last.fm/music/Dannc+Steelee,28851,94581,Tuid
Mathias D.,"Mathias D. is a hot-blooded music lover. He has an approach to pure and noble music and is not content to consume it as a banal commodity. He sees it as a means, a need to share, to create a quasi-fusional relationship. Passionate about art in general and more particularly Street art, Mathias D. draws much of his inspiration. At the crossroads of his warlike, tribal, authentic, exotic but no less modern values, he will seduce a wide and eclectic audience with his multiple caps. https://www.last.fm/music/Mathias+D.",4102,13375,Tom Tyger
NOTD,"Electronic duo NOTD (pronounced ""noted"") formed when its two members were still in high school. The duo -- Samuel Brandt (aka Severo) and Tobias Danielsson (aka ToWonder) -- built an audience with a prolific series of tropical-inspired future bass remixes of hit singles by the likes of Ed Sheeran (""Shape of You""), Shawn Mendes (""There's Nothing Holding Me Back""), Alessia Cara (""Scars to Your Beautiful""), DJ Khaled and Rihanna (""Wild Thoughts""), and more. https://www.last.fm/music/NOTD",466042,8348852,Gryffin
